student_id,course_id,semester,grade,attendance_rate
157,8,Fall 2025,A,81.88
158,3,Fall 2025,D,75.14
158,6,Spring 2026,D,89.83
158,9,Spring 2026,C,80.05
158,1,Spring 2026,C,74.25
158,8,Fall 2025,C,80.72
159,9,Fall 2025,F,74.85
159,10,Fall 2025,A,91.24
159,8,Spring 2026,F,62.73
159,4,Spring 2026,F,80.61
159,1,Fall 2025,F,65.9
159,2,Fall 2025,C,74.47
159,6,Fall 2025,A,90.16
160,10,Spring 2026,D,62.0
160,6,Spring 2026,C,84.27
160,12,Fall 2025,A,95.61
160,4,Fall 2025,D,90.68
161,10,Fall 2025,A,86.26
161,5,Spring 2026,F,99.62
161,7,Spring 2026,C,81.51
161,4,Fall 2025,A,98.12
161,12,Spring 2026,C,93.9
161,11,Spring 2026,C,80.13
161,9,Spring 2026,F,93.29
162,1,Spring 2026,D,93.61
162,3,Fall 2025,B,98.74
162,5,Fall 2025,D,96.07
162,2,Spring 2026,F,99.65
162,9,Fall 2025,A,76.71
163,4,Fall 2025,D,67.42
163,10,Fall 2025,C,91.52
163,1,Spring 2026,A,94.47
163,6,Fall 2025,A,98.02
163,2,Fall 2025,C,76.14
163,11,Spring 2026,D,74.52
164,7,Spring 2026,D,65.23
164,10,Spring 2026,A,68.67
164,3,Fall 2025,B,77.17
165,8,Fall 2025,C,87.77
165,2,Fall 2025,B,95.77
165,7,Spring 2026,A,81.84
165,6,Fall 2025,D,93.71
165,12,Spring 2026,A,64.16
166,11,Spring 2026,C,86.49
166,4,Spring 2026,F,63.33
166,12,Fall 2025,D,64.19
166,5,Fall 2025,C,71.11
166,8,Spring 2026,B,69.41
166,6,Spring 2026,C,91.25
166,10,Fall 2025,A,74.01
167,6,Spring 2026,A,78.51
167,4,Spring 2026,C,73.55
167,5,Fall 2025,C,84.53
168,5,Fall 2025,D,79.8
168,8,Fall 2025,D,60.8
168,10,Spring 2026,F,99.18
168,9,Spring 2026,F,71.65
169,11,Spring 2026,C,92.19
169,10,Fall 2025,F,68.41
169,6,Spring 2026,B,62.93
169,5,Spring 2026,C,88.58
169,3,Spring 2026,C,87.98
169,4,Spring 2026,A,98.84
170,4,Fall 2025,B,94.9
170,9,Spring 2026,F,89.67
170,2,Fall 2025,A,88.16
170,10,Spring 2026,B,74.59
170,7,Fall 2025,F,95.5
170,11,Fall 2025,C,80.25
171,1,Spring 2026,B,86.12
171,5,Fall 2025,A,95.53
171,9,Spring 2026,F,67.4
171,7,Spring 2026,A,76.11
172,5,Fall 2025,C,66.18
172,7,Fall 2025,D,89.45
172,3,Spring 2026,A,64.26
172,8,Fall 2025,A,84.53
172,4,Spring 2026,D,87.53
172,6,Spring 2026,C,79.15
172,11,Spring 2026,D,91.95
173,5,Fall 2025,D,94.45
173,12,Spring 2026,B,76.49
173,2,Fall 2025,C,70.9
173,3,Spring 2026,F,85.04
173,6,Fall 2025,F,78.3
174,6,Spring 2026,B,66.2
174,4,Fall 2025,B,88.54
174,1,Fall 2025,B,89.67
175,3,Fall 2025,F,98.08
175,11,Spring 2026,D,82.49
175,4,Fall 2025,C,85.91
175,2,Fall 2025,D,69.33
175,5,Spring 2026,A,60.94
175,6,Spring 2026,D,60.33
175,8,Fall 2025,C,79.43
176,3,Fall 2025,D,83.08
176,11,Fall 2025,C,96.87
176,9,Spring 2026,B,70.99
176,10,Spring 2026,F,64.88
176,6,Spring 2026,B,73.97
176,12,Fall 2025,F,62.23
176,2,Spring 2026,B,82.51
177,7,Fall 2025,B,79.5
177,3,Spring 2026,A,90.62
177,10,Fall 2025,A,77.27
177,12,Spring 2026,A,72.33
177,1,Spring 2026,A,63.68
177,2,Fall 2025,D,62.38
178,9,Fall 2025,F,78.17
178,3,Fall 2025,F,87.96
178,4,Spring 2026,A,60.67
178,6,Spring 2026,C,76.19
178,10,Spring 2026,C,75.25
178,11,Spring 2026,,97.45
179,10,Spring 2026,F,84.74
179,12,Spring 2026,A,72.39
179,5,Spring 2026,D,73.15
179,2,Fall 2025,F,90.18
179,6,Fall 2025,C,74.37
179,7,Fall 2025,D,96.06
180,7,Spring 2026,F,81.11
180,1,Spring 2026,C,97.46
180,2,Spring 2026,A,71.19
180,3,Spring 2026,F,75.73
180,9,Spring 2026,C,91.66
181,11,Spring 2026,A,77.31
181,9,Spring 2026,D,76.03
181,1,Spring 2026,D,86.94
181,5,Fall 2025,F,95.11
181,7,Spring 2026,B,70.56
181,10,Spring 2026,F,74.14
181,12,Spring 2026,A,84.11
182,3,Spring 2026,A,83.25
182,12,Spring 2026,A,82.59
182,4,Spring 2026,F,79.15
182,6,Spring 2026,D,94.72
183,5,Fall 2025,F,85.66
183,11,Fall 2025,F,96.78
183,1,Fall 2025,D,63.08
184,11,Fall 2025,B,73.7
184,4,Fall 2025,B,70.21
184,3,Spring 2026,A,97.26
184,6,Spring 2026,B,75.94
185,7,Fall 2025,B,87.81
185,8,Fall 2025,C,77.69
185,9,Spring 2026,B,69.16
185,11,Spring 2026,B,89.4
185,2,Fall 2025,B,64.49
186,7,Spring 2026,C,73.79
186,2,Spring 2026,C,67.81
186,8,Fall 2025,C,89.01
186,12,Spring 2026,B,73.52
187,6,Spring 2026,A,96.69
187,2,Fall 2025,B,89.7
187,11,Fall 2025,B,96.75
187,7,Fall 2025,B,91.62
187,8,Spring 2026,B,99.09
187,9,Fall 2025,F,61.47
187,10,Spring 2026,B,99.86
188,12,Spring 2026,C,66.44
188,6,Fall 2025,F,94.63
188,4,Spring 2026,A,71.41
189,1,Spring 2026,D,94.31
189,9,Fall 2025,C,69.82
189,6,Fall 2025,B,95.77
190,6,Fall 2025,A,65.92
190,2,Fall 2025,B,64.62
190,10,Fall 2025,F,89.77
190,5,Fall 2025,D,93.19
190,12,Fall 2025,B,63.27
191,5,Fall 2025,B,99.55
191,8,Fall 2025,C,78.69
191,3,Fall 2025,D,63.71
191,1,Fall 2025,B,86.0
191,10,Fall 2025,D,65.51
191,6,Spring 2026,A,71.97
191,11,Spring 2026,A,74.63
192,7,Fall 2025,B,64.19
192,12,Spring 2026,C,69.64
192,2,Spring 2026,B,99.6
192,3,Spring 2026,C,77.84
192,6,Fall 2025,B,83.12
193,3,Spring 2026,D,98.13
193,1,Fall 2025,C,74.54
193,12,Fall 2025,B,90.57
193,8,Fall 2025,C,85.88
193,6,Fall 2025,B,79.94
194,9,Spring 2026,D,92.84
194,11,Spring 2026,B,99.74
194,4,Spring 2026,A,90.11
195,7,Spring 2026,D,93.24
195,5,Spring 2026,C,90.01
195,9,Fall 2025,A,96.69
195,6,Fall 2025,F,93.21
195,11,Fall 2025,B,60.58
196,1,Spring 2026,A,95.1
196,10,Fall 2025,A,69.6
196,11,Spring 2026,B,65.55
196,12,Fall 2025,C,77.29
196,2,Spring 2026,C,79.87
197,3,Spring 2026,A,80.11
197,11,Fall 2025,C,95.71
197,4,Spring 2026,A,97.87
197,7,Fall 2025,F,86.51
197,1,Spring 2026,F,68.05
197,12,Spring 2026,B,87.95
197,9,Fall 2025,C,80.41
198,4,Fall 2025,B,87.4
198,3,Spring 2026,F,67.58
198,6,Fall 2025,C,90.46
198,12,Spring 2026,D,99.93
198,10,Spring 2026,B,90.14
199,5,Fall 2025,F,65.28
199,12,Spring 2026,F,65.43
199,8,Fall 2025,F,74.14
199,3,Spring 2026,D,67.68
199,6,Spring 2026,B,80.78
199,9,Spring 2026,A,72.04
200,6,Spring 2026,,67.45
200,9,Spring 2026,F,68.71
200,2,Spring 2026,F,62.0
201,4,Spring 2026,C,70.05
201,1,Fall 2025,C,63.32
201,7,Spring 2026,,74.01
201,12,Fall 2025,F,93.52
201,6,Spring 2026,A,89.49
201,9,Spring 2026,B,68.1
201,3,Fall 2025,A,74.81
202,8,Fall 2025,B,87.45
202,11,Spring 2026,C,66.43
202,2,Fall 2025,B,68.8
202,1,Spring 2026,C,81.86
202,3,Fall 2025,D,70.85
202,7,Spring 2026,F,68.09
202,4,Fall 2025,F,64.02
203,8,Spring 2026,D,84.33
203,12,Fall 2025,F,64.37
203,1,Fall 2025,B,66.34
203,10,Spring 2026,F,88.02
203,11,Spring 2026,F,65.79
203,6,Fall 2025,F,96.33
204,12,Spring 2026,C,82.1
204,9,Fall 2025,D,80.75
204,5,Spring 2026,A,70.25
204,10,Fall 2025,C,65.49
204,2,Fall 2025,B,68.47
205,7,Spring 2026,D,86.39
205,4,Spring 2026,A,95.39
205,9,Spring 2026,B,93.25
205,8,Spring 2026,F,94.7
206,6,Fall 2025,D,74.13
206,1,Fall 2025,C,78.94
206,7,Spring 2026,D,65.22
206,11,Fall 2025,B,89.41
206,12,Fall 2025,B,84.19
206,10,Fall 2025,D,98.07
207,9,Fall 2025,C,71.89
207,5,Fall 2025,A,98.22
207,8,Spring 2026,D,70.71
208,2,Fall 2025,D,81.48
208,4,Spring 2026,A,98.32
208,1,Fall 2025,B,67.99
208,8,Fall 2025,D,94.64
208,11,Spring 2026,B,83.77
208,6,Spring 2026,F,65.55
209,10,Spring 2026,F,94.96
209,4,Spring 2026,C,80.81
209,11,Fall 2025,D,88.86
209,2,Fall 2025,F,82.87
210,3,Spring 2026,,61.26
210,11,Fall 2025,C,64.11
210,12,Spring 2026,F,100.0
210,8,Spring 2026,,97.89
210,7,Spring 2026,D,80.8
210,4,Spring 2026,,84.73
210,9,Fall 2025,A,63.01
211,11,Spring 2026,C,93.2
211,5,Fall 2025,C,70.02
211,2,Fall 2025,B,99.06
212,6,Fall 2025,D,69.5
212,7,Fall 2025,C,64.83
212,12,Fall 2025,A,88.63
212,4,Fall 2025,A,97.88
212,8,Fall 2025,B,95.8
212,2,Fall 2025,D,93.01
213,8,Spring 2026,D,69.13
213,10,Fall 2025,A,77.98
213,11,Fall 2025,F,87.59
213,2,Fall 2025,F,66.5
213,1,Fall 2025,B,88.86
214,4,Spring 2026,D,89.65
214,1,Fall 2025,F,81.53
214,2,Fall 2025,D,66.62
214,7,Fall 2025,D,64.84
214,11,Fall 2025,F,61.04
215,9,Spring 2026,B,70.01
215,5,Spring 2026,C,62.38
215,1,Fall 2025,D,75.18
215,2,Fall 2025,A,98.14
215,10,Spring 2026,D,80.17
216,3,Spring 2026,C,96.22
216,9,Spring 2026,F,82.51
216,10,Fall 2025,D,66.93
216,2,Fall 2025,A,85.07
216,8,Fall 2025,D,79.31
217,4,Spring 2026,B,68.91
217,6,Fall 2025,F,71.41
217,1,Fall 2025,C,80.98
217,7,Fall 2025,B,97.58
217,11,Spring 2026,D,76.82
217,12,Spring 2026,C,81.92
217,3,Spring 2026,F,74.5
218,3,Fall 2025,C,95.09
218,7,Spring 2026,B,89.9
218,9,Spring 2026,D,96.01
218,4,Spring 2026,D,77.79
218,8,Spring 2026,F,60.25
218,5,Spring 2026,B,69.45
218,1,Spring 2026,B,87.21
219,8,Spring 2026,D,95.84
219,3,Fall 2025,C,92.3
219,1,Fall 2025,C,89.09
219,9,Fall 2025,D,85.69
219,6,Spring 2026,A,65.1
219,2,Fall 2025,D,78.56
220,9,Spring 2026,F,92.74
220,11,Fall 2025,C,85.2
220,1,Spring 2026,D,64.89
220,12,Fall 2025,F,77.11
220,6,Fall 2025,D,68.7
221,4,Fall 2025,B,94.54
221,8,Spring 2026,,69.45
221,9,Spring 2026,B,71.73
221,12,Fall 2025,C,97.31
222,12,Spring 2026,A,96.18
222,8,Spring 2026,C,95.99
222,5,Fall 2025,A,82.3
222,4,Fall 2025,F,87.79
223,9,Fall 2025,B,87.77
223,5,Fall 2025,F,99.88
223,11,Spring 2026,A,62.68
224,7,Spring 2026,F,90.24
224,9,Fall 2025,B,64.29
224,10,Spring 2026,C,70.13
224,8,Fall 2025,C,70.89
224,2,Fall 2025,C,71.48
225,12,Spring 2026,C,65.93
225,11,Spring 2026,,91.05
225,6,Fall 2025,F,72.38
226,10,Fall 2025,F,94.62
226,5,Fall 2025,F,82.0
226,12,Spring 2026,B,80.2
227,6,Fall 2025,D,93.69
227,1,Fall 2025,B,75.82
227,4,Spring 2026,A,64.77
227,2,Fall 2025,C,97.33
228,4,Fall 2025,C,89.26
228,12,Fall 2025,F,76.28
228,5,Spring 2026,D,89.09
229,6,Spring 2026,F,83.49
229,7,Spring 2026,F,81.18
229,5,Fall 2025,A,72.55
229,4,Fall 2025,D,73.81
229,3,Fall 2025,B,61.67
229,8,Fall 2025,B,79.55
229,2,Fall 2025,B,79.99
230,5,Fall 2025,A,93.92
230,3,Fall 2025,A,91.42
230,6,Spring 2026,B,65.65
230,4,Spring 2026,B,99.31
230,7,Spring 2026,F,88.76
230,2,Spring 2026,,65.12
230,9,Fall 2025,C,92.9
231,10,Spring 2026,B,92.57
231,5,Fall 2025,F,74.14
231,7,Spring 2026,B,95.77
231,3,Spring 2026,B,84.72
231,9,Fall 2025,B,92.55
231,1,Fall 2025,B,79.75
232,4,Spring 2026,D,69.94
232,9,Fall 2025,F,90.44
232,6,Fall 2025,A,96.86
232,11,Fall 2025,A,94.57
232,12,Fall 2025,A,60.7
232,5,Fall 2025,C,92.46
233,7,Spring 2026,F,70.6
233,9,Fall 2025,C,72.64
233,12,Spring 2026,A,86.44
233,11,Spring 2026,A,62.74
233,4,Fall 2025,F,79.06
234,12,Spring 2026,D,73.72
234,1,Spring 2026,C,81.51
234,5,Spring 2026,A,93.11
234,3,Fall 2025,C,71.9
234,10,Fall 2025,A,76.61
234,11,Spring 2026,D,93.08
234,2,Spring 2026,C,82.68
235,3,Fall 2025,C,79.99
235,4,Spring 2026,D,82.6
235,5,Fall 2025,C,82.39
235,7,Fall 2025,F,92.92
235,9,Spring 2026,C,89.74
235,1,Spring 2026,F,88.22
235,6,Spring 2026,D,88.32
236,8,Fall 2025,C,83.08
236,1,Fall 2025,B,79.85
236,3,Spring 2026,D,96.11
236,4,Fall 2025,C,90.38
237,5,Fall 2025,C,60.4
237,4,Fall 2025,A,83.47
237,6,Spring 2026,D,71.8
237,7,Spring 2026,C,63.48
237,9,Fall 2025,B,99.55
238,3,Spring 2026,,88.11
238,9,Spring 2026,F,77.54
238,6,Fall 2025,C,92.29
238,2,Fall 2025,C,78.65
238,1,Spring 2026,C,96.6
239,12,Spring 2026,C,79.61
239,5,Fall 2025,F,80.02
239,7,Fall 2025,D,68.14
239,6,Spring 2026,F,65.2
240,1,Fall 2025,C,64.32
240,7,Fall 2025,,93.92
240,6,Spring 2026,F,75.25
240,4,Spring 2026,B,99.89
241,5,Spring 2026,C,92.0
241,8,Fall 2025,,72.81
241,7,Spring 2026,F,68.63
242,12,Fall 2025,A,95.6
242,9,Fall 2025,A,83.97
242,10,Fall 2025,A,68.4
243,10,Spring 2026,C,91.19
243,7,Spring 2026,F,83.62
243,3,Spring 2026,C,73.72
244,9,Fall 2025,F,93.73
244,10,Spring 2026,D,92.32
244,2,Fall 2025,F,88.29
244,1,Spring 2026,B,68.99
245,2,Spring 2026,D,82.94
245,10,Spring 2026,B,88.51
245,5,Spring 2026,B,83.79
246,2,Fall 2025,D,96.6
246,5,Fall 2025,C,97.0
246,4,Spring 2026,A,96.97
246,7,Fall 2025,F,84.43
246,8,Fall 2025,F,96.65
246,12,Spring 2026,C,84.13
246,1,Spring 2026,F,60.14
247,3,Spring 2026,A,78.52
247,7,Spring 2026,A,61.5
247,12,Spring 2026,C,94.7
247,5,Spring 2026,B,98.86
247,1,Fall 2025,D,66.44
248,5,Fall 2025,A,70.08
248,3,Fall 2025,C,93.56
248,11,Fall 2025,D,86.26
248,4,Spring 2026,A,62.08
249,9,Spring 2026,C,85.33
249,2,Fall 2025,D,78.27
249,4,Spring 2026,A,83.48
249,1,Fall 2025,F,82.29
250,12,Fall 2025,A,96.49
250,6,Fall 2025,B,62.11
250,7,Fall 2025,F,60.14
250,9,Spring 2026,F,82.92
251,9,Fall 2025,A,98.26
251,6,Spring 2026,B,70.52
251,8,Spring 2026,C,77.44
251,11,Spring 2026,F,87.81
251,7,Fall 2025,B,89.29
252,5,Fall 2025,C,86.96
252,12,Fall 2025,A,82.49
252,10,Spring 2026,,77.26
252,3,Fall 2025,C,72.97
252,11,Spring 2026,A,62.34
253,12,Fall 2025,D,91.79
253,4,Fall 2025,,61.92
253,8,Fall 2025,B,91.34
254,4,Spring 2026,A,77.43
254,9,Spring 2026,F,73.94
254,8,Fall 2025,B,77.87
254,5,Spring 2026,A,74.98
254,6,Fall 2025,B,93.47
255,5,Fall 2025,D,87.1
255,11,Spring 2026,C,80.43
255,6,Spring 2026,C,93.02
255,7,Spring 2026,F,76.27
255,9,Spring 2026,F,97.65
256,2,Spring 2026,A,78.83
256,1,Spring 2026,D,95.12
256,8,Spring 2026,F,79.1
257,11,Spring 2026,A,83.72
257,5,Fall 2025,D,68.23
257,7,Fall 2025,C,91.78
258,8,Fall 2025,D,75.14
258,1,Fall 2025,C,66.37
258,6,Spring 2026,C,97.7
258,9,Spring 2026,D,78.45
258,12,Spring 2026,D,90.16
258,11,Fall 2025,D,60.59
259,12,Spring 2026,A,86.85
259,2,Spring 2026,B,95.35
259,8,Fall 2025,A,97.5
260,5,Fall 2025,B,73.57
260,9,Spring 2026,D,95.4
260,3,Spring 2026,A,79.45
260,11,Spring 2026,B,91.78
261,8,Spring 2026,A,80.84
261,12,Spring 2026,D,86.28
261,3,Fall 2025,D,83.95
261,7,Fall 2025,C,94.27
262,2,Spring 2026,B,81.09
262,7,Fall 2025,A,70.91
262,11,Fall 2025,B,61.0
263,6,Fall 2025,A,60.28
263,8,Fall 2025,D,66.63
263,4,Spring 2026,F,89.21
263,7,Spring 2026,D,97.32
263,9,Spring 2026,A,70.21
264,10,Spring 2026,F,66.38
264,3,Fall 2025,B,82.27
264,7,Fall 2025,B,82.6
264,1,Spring 2026,D,90.32
264,2,Fall 2025,A,63.94
264,12,Fall 2025,F,70.71
264,6,Fall 2025,B,60.15
265,10,Spring 2026,A,71.88
265,3,Spring 2026,A,97.52
265,12,Spring 2026,B,74.05
266,3,Spring 2026,D,74.25
266,4,Fall 2025,,98.17
266,10,Spring 2026,A,78.27
266,12,Fall 2025,F,81.66
267,7,Fall 2025,B,64.53
267,12,Spring 2026,F,75.63
267,4,Spring 2026,D,82.08
268,9,Fall 2025,F,88.71
268,7,Spring 2026,,70.67
268,12,Spring 2026,A,62.49
268,5,Fall 2025,B,99.88
268,4,Fall 2025,D,60.06
268,8,Spring 2026,A,63.68
268,3,Fall 2025,A,91.62
269,6,Spring 2026,C,83.14
269,8,Spring 2026,C,99.79
269,5,Fall 2025,F,92.63
269,1,Spring 2026,C,72.94
269,12,Fall 2025,F,90.68
270,8,Fall 2025,B,77.62
270,2,Fall 2025,A,84.36
270,12,Fall 2025,B,97.35
270,1,Fall 2025,B,93.38
270,5,Spring 2026,D,98.44
271,3,Fall 2025,B,89.46
271,12,Fall 2025,F,82.5
271,7,Fall 2025,C,73.48
271,10,Spring 2026,F,68.0
271,5,Spring 2026,C,62.18
272,3,Fall 2025,D,80.36
272,2,Fall 2025,,65.21
272,4,Spring 2026,C,68.35
272,10,Fall 2025,B,83.76
272,1,Fall 2025,C,82.77
273,9,Fall 2025,A,91.93
273,11,Spring 2026,D,95.75
273,8,Spring 2026,D,96.35
273,5,Fall 2025,F,90.95
274,7,Fall 2025,B,66.61
274,5,Fall 2025,B,93.84
274,4,Fall 2025,F,74.39
275,6,Spring 2026,F,61.53
275,8,Fall 2025,B,68.06
275,10,Fall 2025,B,75.19
275,7,Spring 2026,A,67.04
275,11,Spring 2026,,60.47
275,1,Fall 2025,D,91.11
275,12,Fall 2025,C,86.52
276,5,Fall 2025,B,96.36
276,8,Spring 2026,B,60.14
276,7,Fall 2025,C,93.03
276,10,Fall 2025,B,90.41
276,11,Fall 2025,C,68.03
277,9,Spring 2026,D,82.81
277,5,Fall 2025,B,68.27
277,8,Spring 2026,D,79.91
278,6,Spring 2026,F,71.9
278,10,Spring 2026,A,78.59
278,12,Fall 2025,A,93.85
278,7,Fall 2025,A,81.63
279,8,Spring 2026,F,95.8
279,3,Fall 2025,A,68.14
279,12,Spring 2026,C,90.36
279,10,Spring 2026,D,74.58
280,11,Fall 2025,F,61.39
280,7,Spring 2026,B,79.47
280,8,Fall 2025,A,80.95
280,4,Fall 2025,A,88.44
281,8,Spring 2026,D,95.37
281,11,Spring 2026,C,86.71
281,3,Spring 2026,D,98.56
282,2,Spring 2026,C,68.86
282,11,Spring 2026,C,69.03
282,10,Spring 2026,A,96.13
283,1,Spring 2026,C,99.4
283,11,Fall 2025,F,95.74
283,5,Spring 2026,B,74.17
283,4,Fall 2025,F,94.7
283,8,Spring 2026,D,86.03
283,6,Spring 2026,B,81.14
283,9,Spring 2026,B,89.12
284,5,Fall 2025,D,84.58
284,1,Spring 2026,F,87.4
284,4,Fall 2025,D,90.43
284,9,Fall 2025,D,69.49
284,6,Fall 2025,A,80.77
284,11,Spring 2026,F,84.75
285,5,Spring 2026,C,88.19
285,4,Spring 2026,C,69.65
285,3,Fall 2025,D,91.02
285,12,Spring 2026,A,67.44
285,7,Fall 2025,A,78.7
286,12,Fall 2025,B,68.9
286,1,Fall 2025,D,65.69
286,5,Spring 2026,C,93.06
286,10,Spring 2026,C,92.68
286,11,Fall 2025,C,81.72
286,4,Fall 2025,B,62.71
286,8,Spring 2026,F,91.77
287,12,Spring 2026,C,88.48
287,9,Spring 2026,F,94.38
287,10,Spring 2026,D,84.06
287,8,Fall 2025,F,73.22
287,7,Spring 2026,F,84.08
288,8,Spring 2026,F,85.96
288,4,Spring 2026,A,73.21
288,3,Spring 2026,A,77.58
288,6,Spring 2026,F,97.41
288,12,Spring 2026,C,81.42
288,9,Spring 2026,F,77.07
289,8,Fall 2025,B,83.82
289,10,Spring 2026,D,61.54
289,12,Fall 2025,,93.52
289,2,Spring 2026,A,96.51
289,4,Fall 2025,C,77.34
289,5,Fall 2025,C,73.68
290,12,Spring 2026,B,79.81
290,2,Fall 2025,F,74.14
290,8,Fall 2025,A,75.56
290,3,Spring 2026,D,75.44
290,6,Fall 2025,F,79.01
290,9,Fall 2025,B,89.41
291,5,Fall 2025,B,91.44
291,11,Fall 2025,F,99.98
291,1,Spring 2026,D,74.12
291,12,Spring 2026,,60.65
291,9,Spring 2026,B,78.16
291,4,Fall 2025,B,65.51
291,3,Spring 2026,C,73.16
292,4,Fall 2025,D,81.7
292,10,Spring 2026,F,79.35
292,2,Spring 2026,B,77.89
292,3,Spring 2026,C,72.26
292,12,Fall 2025,A,60.84
292,1,Spring 2026,A,84.3
293,4,Spring 2026,B,99.55
293,2,Spring 2026,F,62.05
293,5,Spring 2026,F,99.85
293,6,Spring 2026,B,68.33
293,10,Spring 2026,A,61.38
294,6,Fall 2025,F,86.26
294,3,Spring 2026,C,70.34
294,7,Spring 2026,C,84.82
294,4,Fall 2025,A,97.11
294,2,Spring 2026,F,81.35
294,5,Fall 2025,B,65.8
295,5,Spring 2026,F,75.62
295,3,Fall 2025,B,76.48
295,6,Fall 2025,A,74.72
295,4,Spring 2026,A,85.98
295,1,Spring 2026,F,60.5
295,10,Fall 2025,B,84.23
295,9,Spring 2026,A,84.71
296,6,Fall 2025,C,61.86
296,12,Spring 2026,C,74.56
296,2,Fall 2025,C,94.76
296,7,Fall 2025,B,63.41
297,6,Spring 2026,B,66.44
297,9,Spring 2026,B,95.4
297,8,Spring 2026,C,85.47
298,7,Fall 2025,A,93.1
298,2,Fall 2025,F,81.92
298,4,Fall 2025,F,66.42
298,5,Spring 2026,B,89.08
298,1,Spring 2026,F,63.46
298,12,Spring 2026,B,60.0
299,3,Fall 2025,D,80.9
299,6,Spring 2026,A,96.98
299,1,Spring 2026,B,90.69
299,7,Spring 2026,B,62.65
300,8,Fall 2025,B,61.04
300,2,Spring 2026,A,61.23
300,9,Spring 2026,D,70.41
300,12,Fall 2025,A,73.15
300,5,Fall 2025,D,65.49
300,6,Fall 2025,F,60.69
301,6,Spring 2026,D,60.37
301,10,Spring 2026,D,80.11
301,11,Fall 2025,C,98.58
302,3,Spring 2026,C,96.26
302,12,Spring 2026,C,81.54
302,4,Fall 2025,B,99.1
302,5,Spring 2026,F,78.47
302,10,Fall 2025,B,72.44
302,2,Fall 2025,B,69.95
302,6,Spring 2026,A,77.72
303,9,Fall 2025,A,91.75
303,12,Spring 2026,B,90.52
303,11,Fall 2025,C,88.01
303,8,Spring 2026,D,73.32
303,2,Spring 2026,A,60.37
303,7,Spring 2026,C,63.39
304,10,Spring 2026,F,91.39
304,12,Spring 2026,F,79.57
304,9,Spring 2026,C,75.3
304,7,Spring 2026,A,66.86
304,4,Fall 2025,F,68.19
305,4,Spring 2026,A,97.55
305,10,Spring 2026,A,63.12
305,8,Fall 2025,D,81.2
305,6,Spring 2026,F,71.67
305,3,Fall 2025,,76.95
305,12,Spring 2026,C,75.16
305,7,Fall 2025,B,96.53
306,5,Spring 2026,,66.27
306,9,Spring 2026,C,94.07
306,11,Spring 2026,B,86.32
307,12,Fall 2025,D,81.03
307,6,Spring 2026,D,69.76
307,8,Fall 2025,F,80.72
307,2,Spring 2026,C,69.53
307,1,Spring 2026,,95.92
307,7,Fall 2025,D,70.36
308,7,Fall 2025,D,61.94
308,12,Fall 2025,D,70.02
308,5,Fall 2025,D,88.45
308,8,Spring 2026,B,60.18
308,1,Fall 2025,B,91.61
308,4,Fall 2025,D,83.72
308,10,Fall 2025,A,88.67
309,8,Spring 2026,B,93.26
309,3,Spring 2026,F,77.6
309,9,Spring 2026,C,85.91
309,7,Fall 2025,B,64.18
310,5,Fall 2025,A,82.53
310,12,Spring 2026,A,88.64
310,7,Fall 2025,F,61.21
310,11,Fall 2025,D,88.65
310,10,Spring 2026,F,96.4
310,2,Fall 2025,F,93.94
310,8,Spring 2026,F,77.21
311,6,Spring 2026,C,97.45
311,10,Spring 2026,F,68.25
311,1,Fall 2025,D,80.44
311,12,Spring 2026,F,82.91
311,4,Fall 2025,D,97.76
311,8,Fall 2025,F,97.97
312,3,Spring 2026,F,90.16
312,1,Spring 2026,F,92.44
312,4,Fall 2025,C,69.91
312,9,Spring 2026,F,99.29
312,2,Fall 2025,C,63.02
313,9,Fall 2025,D,94.86
313,5,Spring 2026,,75.94
313,8,Fall 2025,A,67.9
313,7,Fall 2025,,96.82
313,1,Spring 2026,F,80.52
314,11,Spring 2026,A,72.38
314,3,Fall 2025,F,95.1
314,12,Fall 2025,B,81.07
314,7,Spring 2026,D,94.38
314,8,Fall 2025,B,63.03
314,9,Fall 2025,F,99.19
315,4,Fall 2025,A,61.98
315,1,Fall 2025,F,97.87
315,3,Spring 2026,F,69.76
315,5,Spring 2026,F,63.08
315,6,Spring 2026,F,82.01
315,8,Spring 2026,F,99.94
316,2,Fall 2025,B,87.07
316,1,Fall 2025,,97.88
316,10,Fall 2025,D,89.52
316,5,Spring 2026,D,75.43
316,6,Spring 2026,A,71.81
316,12,Spring 2026,,79.07
317,11,Spring 2026,A,97.05
317,4,Fall 2025,F,76.54
317,12,Fall 2025,B,70.48
317,3,Fall 2025,A,67.26
318,11,Fall 2025,C,68.87
318,5,Spring 2026,F,64.32
318,12,Fall 2025,B,90.31
318,8,Fall 2025,C,70.35
318,2,Spring 2026,C,62.38
318,7,Spring 2026,F,99.71
318,6,Fall 2025,C,62.34
319,4,Fall 2025,A,92.99
319,6,Fall 2025,D,75.67
319,5,Spring 2026,C,93.44
319,12,Fall 2025,C,64.97
320,1,Fall 2025,C,82.07
320,7,Fall 2025,A,91.94
320,3,Fall 2025,B,91.08
320,9,Fall 2025,A,84.53
321,4,Spring 2026,B,77.65
321,11,Fall 2025,F,92.8
321,2,Spring 2026,B,98.06
321,3,Spring 2026,A,60.5
321,8,Spring 2026,C,95.94
321,1,Spring 2026,C,69.65
322,6,Spring 2026,C,60.9
322,9,Fall 2025,B,92.22
322,10,Spring 2026,A,96.59
